#chr	start	end	id	gid	strd	C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	T001	T002	T003	T004	T005	T006	T007	T008	T009	T010	T011	T013	T014	T015	T016	T017	T018	T019	T020	T022	T023	T024	T026	T028	T029	T030	T031	T032	T033	T034	T035	T036	T037	T038	T039	T040	T041	T042	T043	T044	T045	T046	T047	T048	T049	T050	T051	T052	T053	T054	T055	T056	T057	T058	T059	T060	T061	T062	T063	T064
10	22229576	22229577	NA	ENSBTAG00000019077	NA	-0.143648	0.255872	0.312382	0.260307	0.00303236	0.153832	-0.255272	0.483927	-0.420039	0.0686667	-0.106591	-0.547493	0.185166	0.180144	-0.0411315	0.0350438	0.307626	-0.0520793	0.465225	0.235247	0.168993	-0.276016	-0.0861446	0.00297304	-0.0954251	-0.104195	-0.548099	0.167597	0.201791	-0.019595	-0.248969	0.449671	0.144352	-1.15746	0.289989	0.103573	-0.872336	1.09292	0.183914	-0.12749	0.766841	0.185836	-0.282806	-0.290109	-0.210123	0.352579	-0.404636	0.29545	-0.0280948	0.431876	0.471246	0.13945	-0.621388	-0.00804368	0.395865	0.0848329	-0.498286	0.23256	0.00873303	-0.637728	0.0102498	-0.372509	-0.672056	0.167975	-0.713635	-0.345681	0.363088	-0.416221	0.286374	0.016848	0.440577	-0.110223	-0.198965	0.506536	0.347766	0.334266	0.386398	-0.943897	0.271337	0.281717	-1.28789	0.88838	0.691456	-0.211049	-0.118238	-0.0442595	0.34676	0.148594	-0.27369	-0.473562	-0.368009	-0.126818	-0.166752	0.494589	0.312353	0.461303	-0.0199635	-0.895893	0.284719	-0.0307392	-0.147239	0.373973	-0.771661	-0.442725	0.192379	-0.752197	0.0474565	-0.549166	-0.141384	0.0931991	0.194213	-0.166115	0.216712	-0.215799	0.0115086	0.00276044	0.289029	0.683739	-0.211046	0.474841	-0.956447	0.656843	0.831575
10	22328151	22328152	NA	ENSBTAG00000000432	NA	0.334556	-0.097112	-0.178698	0.167415	-0.0027909	0.120906	-0.372952	0.209065	0.166209	-0.00312389	-0.0619994	-0.0905868	-0.387524	0.0179107	0.0944063	0.0338625	0.478608	-0.325627	0.125605	-0.121937	0.0215952	0.248501	0.0566976	-0.0731731	0.613896	0.413533	-0.4748	0.0906569	0.218605	0.0792729	-0.296775	-0.316441	-0.624403	-0.0464464	-0.216033	0.0717957	-0.251607	0.112848	0.164019	0.0421707	0.285938	0.287825	-0.179584	-0.089951	0.0493669	0.14761	-0.19973	-0.0116724	0.349374	0.349603	-0.0273103	-0.0476694	-0.125957	-0.15407	0.0289671	-0.145465	0.064628	-0.192593	0.0154279	0.00776168	-0.00495666	-0.179822	-0.167823	-0.157539	-0.488184	-0.00459216	0.223182	0.0848677	-0.263593	-0.0702083	0.208791	0.0919904	0.170148	-0.325834	-0.0887975	-0.0375574	0.121177	0.171206	0.187705	-0.107928	-0.0396243	0.126906	0.0369354	0.160523	0.0101633	-0.111734	-0.0141406	0.243861	0.117239	-0.107578	-0.184235	0.188928	-0.378811	-0.063199	0.344995	-0.0522457	-0.101888	-0.0590627	-0.250271	0.169727	0.264358	-0.0488939	-0.0643736	0.215614	0.0751036	-0.175752	0.52733	-0.184399	0.597174	0.277203	-0.494591	0.058387	-0.00183371	-0.113967	-0.276845	-0.404765	0.307306	-0.24194	-0.174016	0.158632	-0.444165	0.231348	0.161763
10	22356984	22356985	NA	ENSBTAG00000055197	NA	0.0422982	0.0497184	0.235278	-0.191698	-0.0891687	0.0871247	-0.145502	-0.272816	-0.307455	-0.392443	-0.125001	0.703641	-0.203328	-0.00100409	-0.56933	-0.161592	-0.13376	0.462338	-0.0398788	-0.330144	0.340101	0.424651	0.228396	0.0594882	-0.0666963	-0.450701	-0.0490714	-0.235205	-0.0517824	-0.109069	0.114864	0.209361	0.431853	-0.068158	0.0736225	-0.123028	0.152892	0.383546	-0.113873	0.142872	0.160691	0.599363	-0.111069	0.305066	0.0495194	-0.0270274	0.242159	-0.191978	-0.0196205	0.141727	0.000375414	0.21924	-0.242716	-0.539348	0.0460741	0.0422818	-0.109721	0.314081	-0.236017	-0.131742	-0.231944	-0.140313	-0.0504192	0.289607	-0.426279	-0.184643	-0.0724562	-0.223353	0.227379	0.317627	0.158648	0.354887	0.191852	-0.166471	0.178966	-0.0298236	0.486552	-0.369859	0.15567	-0.190022	-0.092673	0.102762	0.255384	-0.0910533	-0.16844	0.0291564	0.304534	-0.0297658	0.238625	0.00520934	0.116125	-0.0458488	-0.12659	-0.247522	-0.249345	-0.0672318	-0.30148	-0.542457	0.307918	-0.192997	-0.152491	0.352043	0.133024	-0.114435	0.354826	0.138785	-0.344188	-0.198278	-0.139234	0.323562	-0.154668	0.121979	-0.105468	0.338831	0.103651	0.147243	-0.184785	-0.107554	0.0819243	0.156066	-0.340845	-0.138527	-0.174051
10	22366985	22366986	NA	ENSBTAG00000054106	NA	0.32736	0.161094	-0.530369	-0.778182	0.106797	0.555619	-0.382236	-0.359383	-0.38855	-0.0322328	-0.170028	-0.0465957	-0.0204735	-0.0549041	-0.0679159	-0.168244	-0.141946	-0.548711	0.57514	0.187995	0.334362	-0.18402	0.838229	-0.772758	0.131682	-0.331834	0.0618207	-0.152802	-0.295204	-0.0929207	0.247982	0.322376	-0.521839	0.0491974	1.35149	-0.0175524	0.654021	0.957185	-1.10046	-0.34397	0.199803	0.880655	-0.440119	-0.266187	0.349068	0.473395	0.455958	0.0173846	-0.0639839	0.499563	0.122872	0.177995	0.325454	-0.729249	-0.669971	0.72612	-0.715913	-0.206921	0.121685	-0.186138	-0.116986	-0.430189	0.116482	0.272874	-0.199381	0.0465603	-0.366581	-0.390711	-0.0961203	0.480406	0.351908	0.424547	-0.318092	-0.368066	0.812672	-0.396711	0.500625	0.180142	-0.121958	-0.462032	-0.0666543	0.0620739	-0.0942676	-0.137782	-0.107665	0.325845	-0.333069	0.349068	0.402012	-0.172278	0.599102	-0.577462	-0.642126	0.405996	-0.022004	0.340969	0.0525657	-0.440338	0.226485	-0.379629	-0.16307	0.187092	0.593737	-0.199216	-0.364659	-0.28492	-0.469584	-0.0474403	-0.631417	0.478769	1.0472	-0.12434	-0.316581	0.352976	-0.0257434	0.2687	0.233739	-0.203577	0.220065	0.143257	-0.638417	-0.383251	0.185756
10	22505367	22505368	NA	ENSBTAG00000049900	NA	0.335022	0.888612	-0.812477	-1.22997	-1.3878	-0.544495	-0.171447	0.113365	0.404925	0.827705	-0.520218	-0.872501	1.5114	-0.856292	0.588678	1.09887	-0.333872	-0.616434	-0.826472	0.98844	1.94603	0.262413	0.0123015	-0.138485	1.24931	-1.35521	-1.65793	0.423415	0.630199	0.809318	-0.1114	-0.218984	0.0661	-0.266445	-0.441873	1.15214	-0.412427	-1.3164	-0.300153	-1.31189	0.191272	0.703479	0.76871	1.70823	0.166702	0.187398	0.885433	0.604347	0.877444	0.486284	-1.65744	0.573964	-1.43671	0.542915	0.408038	-0.621408	-0.111817	-1.19171	-0.997199	-0.165389	0.904575	0.226675	-0.65885	-0.323111	-0.956728	0.285725	-1.154	-0.150694	-0.352562	0.300294	0.679212	-0.0245786	2.16401	-1.22033	-0.102875	-0.27803	0.441545	-0.894046	-0.605701	-0.265746	1.2413	-0.822438	0.204176	0.701827	0.593363	-0.0148675	0.308941	0.517462	-0.704793	-0.102948	-0.147867	-0.285441	0.236071	-0.114932	0.0455385	-0.656343	2.1684	1.06074	-0.179291	-0.197672	-0.723598	-0.708397	0.557038	0.0691978	-0.645121	0.388583	0.0628221	0.482648	0.38134	-0.770866	0.559551	-0.0858848	0.765511	-0.0680623	-1.04336	0.677879	-0.267325	-0.701821	-0.131178	0.504287	-0.903494	-0.582185	0.788821
10	22584330	22584331	NA	ENSBTAG00000049803	NA	0.169923	-0.330686	-0.865186	0.204814	-0.138417	0.329084	0.737935	-0.839868	0.221498	-1.42085	1.09504	1.98992	0.0458684	-0.0760733	-0.378389	1.74705	-0.0536657	0.435251	-0.449656	-0.994013	-0.784562	0.132968	-0.338307	-0.0971645	-0.533252	-0.918874	0.587064	-0.924716	0.147153	0.304171	0.133682	0.640113	0.268511	-0.897937	-0.680338	-1.16489	0.0241192	1.36588	-0.650451	0.180692	1.08153	-0.167847	-0.143151	0.479844	-0.536517	0.125328	0.251431	-0.0622654	0.380946	0.418744	0.514463	-0.145118	-0.214169	-0.760953	-0.892869	-0.747846	-0.332371	1.73411	0.0153958	-0.0393769	0.381229	-0.0587923	0.494816	-0.178825	-0.519718	-0.170618	1.16797	-0.150566	-0.259539	-0.198379	0.293162	0.141772	0.694542	0.169888	-0.648369	0.358403	0.414934	-0.660961	0.474638	-0.212873	0.123153	0.600448	0.177007	-0.0177171	0.906789	0.292006	0.311627	0.143499	0.0937029	-0.25696	0.24934	-0.294903	0.502443	-0.115983	-0.718916	-0.285497	-0.243182	-0.929231	0.458106	-0.674581	-0.586796	0.307958	0.0928755	-0.498745	0.104321	0.406841	0.0456955	-0.93708	-0.888627	0.0287887	-0.541812	-0.112663	-0.0893548	1.17943	0.628869	-0.173771	0.106175	0.432085	-0.443944	-0.00825857	-0.0385234	0.241604	-0.29168
10	22645807	22645808	NA	ENSBTAG00000049985	NA	-0.0890138	-0.0819501	-0.174905	-0.406717	0.108404	0.0272279	0.428679	-0.989849	1.2722	-1.80111	0.0287143	0.978345	-0.910587	-0.940185	-0.68577	0.606771	0.0326681	-0.134858	-0.379954	-0.237235	0.144775	-0.195573	1.42866	-1.91593	-0.208911	-0.0516001	1.42631	-0.116993	-0.416663	-0.242385	-0.82825	1.49981	0.295671	-0.0145845	0.59898	0.582435	1.45121	1.10138	1.17289	-0.634703	0.0915823	-0.748901	-0.366624	0.41797	0.0598492	1.27847	-1.45461	2.05622	0.0200781	0.11921	-0.920623	-1.64545	0.645749	0.58144	0.341359	-0.795373	-0.473346	-0.735409	0.0989885	0.967893	0.428777	-1.23885	-0.455806	-0.0686997	0.548219	0.318914	0.30785	-1.03104	0.711551	-0.833495	1.12532	0.105654	1.24118	-0.494202	-0.546717	0.200426	0.529965	-0.826842	-0.466843	-0.0834323	0.0204908	0.352803	-0.134924	0.344008	0.700719	0.949647	0.146772	0.0896924	0.0646006	-0.160438	-0.136389	0.291736	0.317558	-0.570392	-1.54914	-0.210758	0.0250982	-1.58668	0.147041	0.484588	-0.173167	-0.953706	1.74674	-1.04685	-0.122155	0.404488	-0.349903	-0.472152	0.0104394	0.958871	0.384095	-1.09761	0.901898	0.419533	0.189132	0.358749	0.418047	-0.977219	-0.867898	-0.177506	-0.894282	0.499839	0.516776
10	22748523	22748524	NA	ENSBTAG00000052267	NA	0.382162	0.207318	-0.490289	-0.476715	0.27404	-0.580805	-0.204259	0.0880988	0.986265	-0.709522	-0.329561	-0.20794	-0.0809515	-0.656684	-0.651975	-0.232496	-0.0283953	-0.53177	-0.912621	0.260329	1.01966	-0.0213744	0.037448	0.350924	0.899063	0.622129	0.218776	0.180612	-0.133915	1.01858	0.177502	0.466689	-0.718817	0.17372	-0.00514187	0.358057	-0.786744	-0.510116	0.357306	-0.36866	-0.0482987	0.242811	0.383017	-0.0822284	0.824399	0.318883	0.591417	0.712143	-0.676496	-0.606235	-1.57682	-0.406091	0.567369	0.678761	0.466184	0.254271	0.280059	-0.458713	-0.544483	0.633738	-0.936898	-0.241997	0.185283	-0.272801	0.687951	-0.248802	0.3711	-0.939748	-1.71641	-0.249711	0.0284319	-0.196874	0.543993	0.404569	-0.386707	-0.6172	-0.641328	0.00559821	0.386865	0.452025	0.710515	-0.296075	0.343269	-0.193811	-0.49632	0.147713	-0.122939	-0.75654	0.519081	0.479485	0.0520039	0.475454	0.878866	-0.0259103	-1.15514	1.00125	-0.0109441	0.213132	0.0574657	0.0423162	-0.222827	-0.415242	0.408608	0.0399647	0.252012	-0.0285211	-0.333344	0.00443809	0.276192	-0.466427	0.267363	-0.227157	0.259161	0.37851	0.0873017	-0.00201407	-0.320607	-0.00168863	0.167948	0.494962	0.367649	-0.101088	-0.359017
10	22751905	22751906	NA	ENSBTAG00000054833	NA	0.190618	0.371413	-0.903888	-0.306865	0.980562	-0.78734	-0.120603	-0.526783	1.29811	-0.371674	-0.490826	0.0203453	-0.321206	0.157785	0.567466	0.153758	-1.03289	-0.109097	0.106094	1.02791	-0.135047	-0.627368	0.356677	0.129595	0.737458	0.416209	-0.744075	-0.255716	0.587263	-0.509978	0.396943	-0.540587	-0.342297	1.08894	-0.578553	0.617107	-0.0189065	-0.76355	-0.699246	-0.661732	0.0460876	0.455174	-0.411967	-0.661476	1.10969	0.73014	0.439465	0.583607	-0.322171	0.521607	-1.7094	-1.03016	0.577378	1.00365	0.591722	0.253959	0.582074	-0.569691	-0.177728	1.19888	-0.781504	-0.245084	-0.540282	0.873719	-0.136204	-0.355296	0.573119	0.0247489	-0.302173	0.259369	0.58957	-0.4899	-0.326091	-1.1055	0.864788	-0.134493	-0.326856	-0.0174006	0.532589	-0.348114	0.560714	-1.52897	0.481165	0.0738845	0.924064	-0.187968	0.0920295	0.97724	0.163618	0.0631785	-0.291032	-0.256631	-1.26471	0.208908	-0.262575	0.00613684	1.24768	-0.0718938	0.0377593	-0.495562	0.63677	-0.331968	-0.0827022	0.803245	-0.806629	-0.518762	-0.0270517	0.161648	-0.114153	0.614994	-0.0394001	0.0743381	0.0550852	0.0963634	-0.578524	-0.62222	0.367245	-0.567353	-0.280173	0.380865	-0.119489	0.435906	-0.190948
10	22799022	22799023	NA	ENSBTAG00000050913	NA	-0.6014	0.139165	1.04149	-0.52664	-0.63908	0.822327	-0.959467	0.982005	-0.0487319	0.303296	0.249396	0.330536	-1.21273	-0.142438	0.625331	0.12632	-0.104645	0.0498396	1.24691	0.297865	0.477095	-0.794491	0.0996618	0.293317	-0.795366	0.645725	-0.457564	0.517054	0.476584	-0.11112	0.934282	-0.631812	-1.07874	-0.130324	0.73744	-1.09562	-0.299534	0.0577829	-0.527374	0.191341	0.223782	-0.250901	0.237947	0.130052	1.32738	0.445975	-1.3136	-0.0295923	-1.60205	0.0223747	-0.280136	-0.22999	0.646822	0.513042	0.0155423	1.47358	-0.33353	0.42125	-0.544557	-0.462439	-1.25705	1.02959	-0.671181	-0.265282	-0.0580911	0.00765945	1.08341	-0.326129	-0.288211	1.18057	-0.762486	1.10383	-1.57223	0.259801	0.374355	0.265567	-0.0982627	1.09951	-0.196867	0.0524344	-1.49768	-0.0920439	0.957165	-0.410179	0.13105	0.0877138	-0.707028	0.0419499	-0.469014	0.380565	-1.16003	1.36955	-0.244413	-0.643677	-0.106611	-0.366415	0.867	-0.793717	-0.196966	-0.102726	-0.153454	0.275835	-0.152488	1.32424	-0.587205	-1.19594	-0.127211	0.496926	1.58222	0.428093	-0.961639	-0.230416	-0.36836	-0.101517	0.507875	-0.922264	0.655232	-0.697473	0.369033	0.239325	-0.424336	0.0561018	1.08335
10	22809888	22809889	NA	ENSBTAG00000047690	NA	0.113772	-0.043538	0.189221	0.415323	-0.744706	-0.416945	0.25896	0.364511	0.0932638	0.115906	-1.34081	0.27662	0.146972	-0.0425217	0.99216	-0.978842	-1.18129	0.353172	-0.13782	0.696101	-0.0192053	-0.477084	0.815262	0.649055	1.27583	0.660847	0.0133815	-0.409773	-0.286146	0.142247	0.834215	-0.565102	-0.39675	-0.0951835	-0.336225	1.20453	-0.528928	-1.01195	-1.29256	-0.0872778	-0.137701	0.895532	0.423695	-0.141295	0.473913	0.932795	1.05469	-0.37821	-0.424239	0.321893	-0.639896	-0.421944	0.0539366	-0.560827	1.00586	0.988489	-1.31826	-0.337252	-1.24005	0.597032	-0.338548	0.726638	-0.754942	0.755072	-0.259034	-0.844749	-0.851735	-0.497608	0.30214	-0.164437	0.292348	0.0953548	-0.00979379	-0.0920371	0.947091	-0.820881	-0.677121	-1.19728	1.07034	-0.569426	1.65602	-1.00517	0.527484	-1.10314	1.19786	0.176632	0.825499	-0.120772	0.201706	0.500451	-1.35776	0.869847	-0.14497	-0.595662	-2.13634	0.207871	1.64472	0.96802	0.550269	-0.876223	-0.116183	0.0253069	0.181872	0.299006	-0.0274318	-0.331853	-1.42066	0.396576	0.496338	0.712343	0.422881	-0.355856	0.540657	-0.820719	-0.649444	0.433781	0.179882	-0.409614	0.85137	-0.880169	0.188853	0.838912	-0.0204448
10	22820046	22820047	NA	ENSBTAG00000054417	NA	-0.749512	0.72754	0.589744	0.391141	0.00703411	-0.177707	0.580139	-0.110526	-0.428454	0.173228	-1.17983	-0.233413	-0.495765	0.751482	0.776955	-0.666297	0.236939	0.154864	1.31743	0.724851	-0.391528	-0.00617916	0.0455562	0.682117	0.542984	-0.522248	0.234384	-0.848883	0.105742	0.579727	-0.029606	0.521056	-0.289235	-0.512294	0.53587	0.746244	-0.181153	-0.908307	-0.918606	-0.956038	-0.144282	1.49367	-0.540975	-0.11269	0.286461	-0.057993	1.51377	-0.484521	-1.29072	-0.142269	-0.0042695	-0.176685	0.619187	0.187408	-0.367343	0.51472	-0.713878	-1.03184	-1.85358	0.0185483	1.35375	1.11701	-1.00294	-1.12555	-0.0227704	-0.371739	-1.63018	-0.101235	0.989145	0.273822	1.09288	0.442744	0.135937	0.156388	-0.0671604	-0.626117	-1.2707	-0.323523	-0.288523	1.12614	1.29881	1.41529	1.44301	-0.147586	0.252661	-0.0297932	-0.584537	-0.712413	-0.0191692	0.819545	0.0445592	-0.287326	0.544421	-1.16066	-1.34465	-0.471727	0.429374	0.442119	0.316697	-0.41941	0.923493	-0.657687	0.612659	0.410099	0.114828	0.0816335	-0.891955	-1.2854	-0.899347	0.605688	1.05926	-0.823315	0.0787871	0.741681	-0.0135052	-0.177151	-0.256793	0.635015	0.659446	-0.422946	-0.0387792	-0.878628	0.20414
10	22837376	22837377	NA	ENSBTAG00000050391	NA	-0.440276	0.150594	-0.506672	-0.564613	0.748551	-0.142507	0.0810437	-0.117099	0.0731509	-0.165907	-0.665573	0.105696	-0.0882397	0.555745	0.71409	-0.45982	0.0986963	-0.355721	0.152751	-0.141021	0.444835	-0.464868	0.230078	-0.12467	0.684911	1.38175	0.446232	-0.0415851	-0.342588	0.00499647	1.17487	-0.509195	-0.541377	0.388507	-0.329108	0.665365	-0.565484	-1.11581	-0.413004	-0.00935498	0.118985	0.790223	0.239489	-0.220645	0.0934336	0.768327	1.13563	-0.19106	-1.10746	0.307011	-1.31218	-0.734463	0.240934	-0.0567435	0.352072	0.871305	-0.385379	-0.491026	-1.0374	0.424544	-0.510201	1.30666	-0.599437	-0.265924	-0.358034	0.229416	-1.03569	-1.13337	0.319023	-0.0708293	0.784953	-0.012132	-0.110555	0.950733	-0.332443	-1.62131	-0.224458	-0.900339	0.202886	0.484791	1.07485	0.287774	1.13505	-0.350965	0.463766	0.0941716	0.145351	-0.919378	0.135624	0.286625	-0.492738	0.107214	0.450821	-1.24232	-1.32676	0.342521	1.41933	-0.038189	0.362252	-0.0984013	0.21904	-0.642946	0.604422	0.219173	0.619784	0.110504	-1.36253	0.425427	1.26063	0.924904	-0.496157	-0.107417	0.449786	-0.634775	-0.117551	0.0489855	-0.788435	-0.255058	0.607424	-0.653485	0.510618	0.871746	-0.557401
10	22893871	22893872	NA	ENSBTAG00000050781	NA	0.496851	-0.0330865	0.161191	-0.145259	-0.699349	0.497177	-1.7046	0.473731	0.80768	0.27623	-0.819173	-0.157208	-0.447491	-0.209313	0.0259165	0.269129	0.266212	0.325068	1.1613	0.812904	-0.0127155	0.270364	0.389644	-0.0208323	0.911816	0.739011	-0.628302	-0.287845	0.224584	-1.30289	-0.884538	-0.15903	0.526436	-0.46952	-0.596731	0.854642	1.92603	-0.979422	0.763087	-0.478563	-1.15019	0.149751	-0.438861	1.03445	0.281412	0.404741	0.346831	-1.27229	0.177519	-0.0227317	-0.303736	0.0182381	-0.290776	-1.08219	0.068342	0.925129	-0.643289	-0.323585	0.989106	-0.0842564	-0.576853	-0.259217	-0.0906755	-0.865924	0.0641329	0.232124	-0.296096	0.839182	0.426721	-0.715777	-1.20119	0.228229	-1.60777	-1.09735	1.43945	-1.81312	1.18103	1.24531	0.852916	0.495727	1.47413	-0.390633	-0.0469466	-2.02761	-0.442916	0.172145	1.82612	-0.313828	0.86003	0.366182	-0.252075	-0.773613	-1.15681	-1.18718	0.579845	-1.21916	1.5685	0.694391	1.20054	-0.693641	0.36146	-0.025943	-0.199675	-0.0161663	-0.00825508	-0.433067	1.9836	-0.890148	0.593114	0.432208	-1.00311	-1.2863	0.413084	-1.02702	0.149679	-1.33169	1.54079	0.735783	0.689923	0.506861	-0.147413	-0.0841942	-0.598581
10	22913858	22913859	NA	ENSBTAG00000054091	NA	0.311293	0.229794	0.338385	-0.222141	-0.561744	-0.05828	-0.977143	0.661441	1.30057	0.194539	0.947203	-0.621592	-0.129851	-0.332487	-0.439042	1.00203	0.188685	-0.807931	0.0972748	1.07163	-0.842729	-0.486105	0.244931	-0.629134	0.967009	0.20801	-1.12262	-0.285572	-0.0292018	-0.523435	-1.02183	-0.115988	0.361318	0.411326	-0.443559	0.871712	2.24757	0.688964	0.443272	-0.913381	-1.10057	-0.500355	-1.55942	-0.577553	0.0207395	0.730801	-0.480991	0.771673	-0.346681	0.3054	0.370255	-1.14912	0.433939	0.830035	-0.671055	0.0806696	-0.627587	1.10611	0.792922	1.61365	-1.37868	-0.460768	-0.426626	-0.963241	0.534753	0.672142	1.36333	0.209297	0.28566	-1.23288	1.03107	-1.22274	-0.448906	-0.581728	1.63788	0.134734	0.572099	-0.835699	1.18842	-0.405039	0.012641	-0.600336	0.729903	-0.775095	-1.19006	-0.013782	1.40491	0.151066	-0.474019	-0.605934	-0.764412	0.62209	-0.796185	0.0768537	0.695716	-1.4548	1.93929	0.190372	-0.445954	-0.10977	0.732433	-0.103766	-0.688625	-0.906367	-0.0202925	-0.0631652	0.724259	-1.2006	0.171338	0.51074	-0.547114	0.224342	-0.292599	0.594622	0.353768	-1.22357	0.435366	0.484307	-0.413703	-0.445526	-0.390919	1.05959	0.473855
10	22973722	22973723	NA	ENSBTAG00000046819	NA	0.260646	-0.0894725	0.0854397	0.55275	-0.399232	0.461211	-1.47868	0.136279	0.0608689	0.349963	-0.88554	-0.718819	-0.335964	-0.0814383	0.293145	0.256579	-0.354751	0.0720541	1.37136	0.652162	0.393696	0.552202	0.346909	-0.0522283	0.212053	0.797974	-0.660529	-0.619801	0.936819	-0.65914	-0.529283	-0.182079	-0.431303	-0.124822	-0.0759121	1.33336	1.51481	-0.595421	0.65871	-0.64649	-0.565369	0.15322	-0.273498	1.09957	0.250254	0.542753	-0.43324	-1.60563	0.844435	-0.664743	0.417212	0.77562	-0.808638	-0.995039	0.144184	-0.0557148	-0.34157	-0.161882	0.919371	-0.356865	-0.495748	-0.373089	-0.393671	-0.533028	-0.268735	0.699921	-0.365497	0.748192	0.299125	-1.10538	-0.80477	0.095289	-1.29078	-1.30809	1.71979	-1.65704	1.27922	0.905002	1.09744	0.250982	1.94431	1.0708	-0.546091	-1.56501	-0.843269	0.222233	1.21316	-0.244314	0.524005	0.536727	-0.235661	-0.369029	-1.38204	-1.60676	1.32151	-1.07031	1.13251	1.11429	0.828639	-1.38299	0.379799	-0.18503	-0.300962	0.421663	0.0956172	-0.226201	1.51163	-0.707299	0.984375	-0.0412893	-1.53784	-0.757558	0.0167553	-1.10653	0.279483	-0.750693	1.23534	0.29764	0.720186	-0.277324	-0.123105	-0.261953	-0.0910408
10	22999007	22999008	NA	ENSBTAG00000038544	NA	-0.253026	-0.0947062	0.729104	-0.998856	-0.299734	0.0015072	-0.673682	0.928173	-0.426274	0.135543	0.331565	-0.0245604	0.156039	-0.0682802	-0.382072	0.842531	0.0864714	-0.384158	-0.126325	0.358078	-0.145541	1.09227	-0.0781882	-0.247376	0.453043	1.15079	0.528977	0.466766	-0.471826	0.602989	-0.347385	-1.054	-0.868394	-0.452572	-0.139993	0.585645	-0.42499	0.620866	-0.367005	0.724365	-0.17501	0.678815	0.767385	0.0928954	0.234479	-0.413573	-1.28172	0.189612	-1.09558	-0.795961	0.637609	0.831803	0.274656	-0.623369	-0.507646	-0.33778	-0.268126	0.687886	0.537238	0.440163	-0.99578	-0.46162	0.117858	-1.1832	-0.728684	0.308062	-0.0720814	0.0540211	-0.292497	-0.198173	-0.238287	0.0716835	-1.36406	0.990026	-0.423151	-0.925154	0.80048	0.47608	0.482472	-0.113259	-0.598108	0.597359	0.277102	-0.0250665	0.173614	-1.03586	-0.534482	-0.3209	0.311312	0.000441796	0.59897	0.675492	0.121813	0.0959032	-0.250536	-0.188469	-0.150187	0.705613	-0.491186	0.68677	-0.0655153	-0.934951	-0.319969	0.903715	0.961802	-0.104059	0.722833	0.148631	0.726837	0.270906	-0.469611	-0.7198	-0.297568	0.0675894	0.545852	-0.54827	0.60079	-0.573211	0.278917	-0.268347	-0.733252	1.17015	0.342657
10	23032035	23032036	NA	ENSBTAG00000045863	NA	0.568531	0.23494	-1.11336	-0.766089	-1.12173	0.417912	-0.580653	-1.01337	0.929446	0.027236	0.0730088	-0.357929	0.0703515	-0.791237	0.128956	-0.0513796	0.726637	0.044072	0.311473	0.566715	0.340751	-0.743759	-0.329859	0.269556	0.21299	1.17292	0.309793	0.526388	0.290649	0.302132	0.206508	-1.14996	-0.216914	-0.288224	0.205298	0.246289	0.993597	-0.943105	0.742699	-0.225594	-0.207653	1.78397	-1.05093	0.147753	0.250396	1.10756	1.2478	-0.772424	0.159045	-0.529099	-0.197573	-0.494953	-0.00883509	-1.51633	-0.56525	-0.20836	0.130252	-0.90715	1.42784	-1.23254	0.328885	1.14831	-0.266394	-1.22502	-0.24284	-0.139241	-1.29746	0.485519	-0.502597	-0.620373	-0.330426	0.44767	-1.68697	0.623916	0.0684587	-1.55941	0.801646	1.20116	0.493551	0.115642	0.763138	1.30642	-0.043754	-0.0620196	-0.242904	1.49867	-0.971423	0.0883337	0.67337	0.236767	0.0598653	-1.93303	0.252142	-1.30771	1.20371	-0.86072	-0.192279	0.679023	1.38894	-0.311706	0.771582	-0.813616	-1.46987	0.973355	0.71223	0.409484	1.29399	-1.26565	0.263697	0.25307	-1.46267	0.332271	-0.128838	0.617739	0.326834	-0.18719	0.320508	0.230494	0.382542	-0.0814218	-0.474655	0.947713	-0.809662
